dimensions.GEO,dimensions.EC_MEASURE,dimensions.FREQ,nb_naissances_annee,attributes.OBS_STATUS_FR,nb_naissances,code_dep_naissances
2024-DEP-66,LVB,A,2015,D,4718.0,66
2024-DEP-66,LVB,A,2016,D,4439.0,66
2024-DEP-67,LVB,A,2015,D,12570.0,67
2024-DEP-67,LVB,A,2022,D,11298.0,67
2024-DEP-67,LVB,A,2016,D,12516.0,67
2024-DEP-67,LVB,A,2019,D,12019.0,67
2024-DEP-67,LVB,A,2020,D,11797.0,67
2024-DEP-67,LVB,A,2021,D,11660.0,67
2024-DEP-67,LVB,A,2024,PROV,10409.0,67
2024-DEP-67,LVB,A,2017,D,12299.0,67
2024-DEP-67,LVB,A,2018,D,12176.0,67
2024-DEP-67,LVB,A,2023,D,10699.0,67
2024-DEP-68,LVB,A,2019,D,7705.0,68
2024-DEP-68,LVB,A,2020,D,7536.0,68
2024-DEP-68,LVB,A,2017,D,8159.0,68
2024-DEP-68,LVB,A,2023,D,6740.0,68
2024-DEP-68,LVB,A,2024,PROV,6633.0,68
2024-DEP-68,LVB,A,2016,D,8285.0,68
2024-DEP-68,LVB,A,2015,D,8636.0,68
2024-DEP-68,LVB,A,2018,D,8054.0,68
2024-DEP-68,LVB,A,2021,D,7360.0,68
2024-DEP-68,LVB,A,2022,D,7236.0,68
2024-DEP-69,LVB,A,2016,D,26121.0,69
2024-DEP-69,LVB,A,2019,D,25152.0,69
2024-DEP-69,LVB,A,2018,D,25513.0,69
2024-DEP-69,LVB,A,2024,PROV,21425.0,69
2024-DEP-69,LVB,A,2022,D,22986.0,69
2024-DEP-69,LVB,A,2015,D,26581.0,69
2024-DEP-69,LVB,A,2023,D,21529.0,69
2024-DEP-69,LVB,A,2017,D,25644.0,69
2024-DEP-69,LVB,A,2020,D,24241.0,69
2024-DEP-69,LVB,A,2021,D,24009.0,69
2024-DEP-70,LVB,A,2019,D,2044.0,70
2024-DEP-70,LVB,A,2018,D,2112.0,70
2024-DEP-70,LVB,A,2021,D,1995.0,70
2024-DEP-70,LVB,A,2024,PROV,1784.0,70
2024-DEP-70,LVB,A,2015,D,2385.0,70
2024-DEP-70,LVB,A,2020,D,1954.0,70
2024-DEP-70,LVB,A,2016,D,2271.0,70
2024-DEP-70,LVB,A,2023,D,1781.0,70
2024-DEP-70,LVB,A,2017,D,2200.0,70
2024-DEP-70,LVB,A,2022,D,1913.0,70
2024-DEP-71,LVB,A,2017,D,4949.0,71
2024-DEP-71,LVB,A,2020,D,4655.0,71
2024-DEP-71,LVB,A,2022,D,4586.0,71
2024-DEP-71,LVB,A,2023,D,4337.0,71
2024-DEP-71,LVB,A,2021,D,4790.0,71
2024-DEP-71,LVB,A,2018,D,4854.0,71
2024-DEP-71,LVB,A,2019,D,4742.0,71
2024-DEP-71,LVB,A,2015,D,5384.0,71
2024-DEP-71,LVB,A,2016,D,5097.0,71
2024-DEP-71,LVB,A,2024,PROV,4094.0,71
2024-DEP-72,LVB,A,2016,D,6054.0,72
2024-DEP-72,LVB,A,2022,D,5647.0,72
2024-DEP-72,LVB,A,2019,D,5749.0,72
2024-DEP-72,LVB,A,2015,D,6213.0,72
2024-DEP-72,LVB,A,2020,D,5547.0,72
2024-DEP-72,LVB,A,2024,PROV,5088.0,72
2024-DEP-72,LVB,A,2023,D,5271.0,72
2024-DEP-72,LVB,A,2018,D,5635.0,72
2024-DEP-72,LVB,A,2017,D,5815.0,72
2024-DEP-72,LVB,A,2021,D,5710.0,72
2024-DEP-73,LVB,A,2016,D,4536.0,73
2024-DEP-73,LVB,A,2018,D,4509.0,73
2024-DEP-73,LVB,A,2019,D,4383.0,73
2024-DEP-73,LVB,A,2023,D,3793.0,73
2024-DEP-73,LVB,A,2015,D,4671.0,73
2024-DEP-73,LVB,A,2022,D,4272.0,73
2024-DEP-73,LVB,A,2021,D,4384.0,73
2024-DEP-73,LVB,A,2020,D,4273.0,73
2024-DEP-73,LVB,A,2024,PROV,3902.0,73
2024-DEP-73,LVB,A,2017,D,4476.0,73
2024-DEP-74,LVB,A,2024,PROV,8817.0,74
2024-DEP-74,LVB,A,2018,D,9905.0,74
2024-DEP-74,LVB,A,2015,D,10053.0,74
2024-DEP-74,LVB,A,2017,D,9603.0,74
2024-DEP-74,LVB,A,2021,D,9860.0,74
2024-DEP-74,LVB,A,2020,D,9680.0,74
2024-DEP-74,LVB,A,2016,D,9708.0,74
2024-DEP-74,LVB,A,2019,D,9823.0,74
2024-DEP-74,LVB,A,2023,D,8969.0,74
2024-DEP-74,LVB,A,2022,D,9595.0,74
2024-DEP-75,LVB,A,2020,D,26157.0,75
2024-DEP-75,LVB,A,2021,D,25810.0,75
2024-DEP-75,LVB,A,2017,D,27419.0,75
2024-DEP-75,LVB,A,2015,D,28267.0,75
2024-DEP-75,LVB,A,2023,D,21775.0,75
2024-DEP-75,LVB,A,2022,D,23785.0,75
2024-DEP-75,LVB,A,2016,D,28384.0,75
2024-DEP-75,LVB,A,2018,D,27367.0,75
2024-DEP-75,LVB,A,2019,D,27373.0,75
2024-DEP-75,LVB,A,2024,PROV,21484.0,75
2024-DEP-76,LVB,A,2015,D,15077.0,76
2024-DEP-76,LVB,A,2020,D,13446.0,76
2024-DEP-76,LVB,A,2018,D,14183.0,76
2024-DEP-76,LVB,A,2022,D,13639.0,76
2024-DEP-76,LVB,A,2017,D,14326.0,76
2024-DEP-76,LVB,A,2023,D,12297.0,76
2024-DEP-76,LVB,A,2016,D,14645.0,76
2024-DEP-76,LVB,A,2021,D,13600.0,76
2024-DEP-76,LVB,A,2024,PROV,12252.0,76
2024-DEP-76,LVB,A,2019,D,14044.0,76
2024-DEP-77,LVB,A,2024,PROV,17109.0,77
2024-DEP-77,LVB,A,2015,D,19197.0,77
2024-DEP-77,LVB,A,2019,D,18585.0,77
2024-DEP-77,LVB,A,2022,D,18239.0,77
2024-DEP-77,LVB,A,2020,D,18212.0,77
2024-DEP-77,LVB,A,2016,D,18868.0,77
2024-DEP-77,LVB,A,2018,D,18418.0,77
2024-DEP-77,LVB,A,2023,D,17400.0,77
2024-DEP-77,LVB,A,2021,D,18431.0,77
2024-DEP-77,LVB,A,2017,D,18729.0,77
2024-DEP-78,LVB,A,2024,PROV,17005.0,78
2024-DEP-78,LVB,A,2022,D,18111.0,78
2024-DEP-78,LVB,A,2017,D,18537.0,78
2024-DEP-78,LVB,A,2021,D,18401.0,78
2024-DEP-78,LVB,A,2023,D,17291.0,78
2024-DEP-78,LVB,A,2019,D,18550.0,78
2024-DEP-78,LVB,A,2018,D,18548.0,78
2024-DEP-78,LVB,A,2020,D,18141.0,78
2024-DEP-78,LVB,A,2016,D,18918.0,78
2024-DEP-78,LVB,A,2015,D,19208.0,78
2024-DEP-79,LVB,A,2015,D,3568.0,79
2024-DEP-79,LVB,A,2019,D,3347.0,79
2024-DEP-79,LVB,A,2024,PROV,2847.0,79
2024-DEP-79,LVB,A,2017,D,3389.0,79
2024-DEP-79,LVB,A,2018,D,3381.0,79
2024-DEP-79,LVB,A,2022,D,3107.0,79
2024-DEP-79,LVB,A,2020,D,3146.0,79
2024-DEP-79,LVB,A,2023,D,2995.0,79
2024-DEP-79,LVB,A,2021,D,3267.0,79
2024-DEP-79,LVB,A,2016,D,3646.0,79
2024-DEP-80,LVB,A,2020,D,5433.0,80
2024-DEP-80,LVB,A,2019,D,5591.0,80
2024-DEP-80,LVB,A,2024,PROV,5026.0,80
2024-DEP-80,LVB,A,2015,D,6289.0,80
2024-DEP-80,LVB,A,2018,D,5781.0,80
2024-DEP-80,LVB,A,2021,D,5420.0,80
2024-DEP-80,LVB,A,2023,D,5129.0,80
2024-DEP-80,LVB,A,2017,D,5949.0,80
2024-DEP-80,LVB,A,2022,D,5579.0,80
2024-DEP-80,LVB,A,2016,D,6126.0,80
2024-DEP-81,LVB,A,2015,D,3681.0,81
2024-DEP-81,LVB,A,2023,D,3044.0,81
2024-DEP-81,LVB,A,2017,D,3421.0,81
2024-DEP-81,LVB,A,2019,D,3345.0,81
2024-DEP-81,LVB,A,2024,PROV,2817.0,81
2024-DEP-81,LVB,A,2021,D,3352.0,81
2024-DEP-81,LVB,A,2022,D,3383.0,81
2024-DEP-81,LVB,A,2016,D,3611.0,81
2024-DEP-81,LVB,A,2018,D,3257.0,81
2024-DEP-81,LVB,A,2020,D,3213.0,81
2024-DEP-82,LVB,A,2022,D,2601.0,82
2024-DEP-82,LVB,A,2019,D,2555.0,82
2024-DEP-82,LVB,A,2015,D,2824.0,82
2024-DEP-82,LVB,A,2020,D,2449.0,82
2024-DEP-82,LVB,A,2016,D,2674.0,82
2024-DEP-82,LVB,A,2017,D,2678.0,82
2024-DEP-82,LVB,A,2024,PROV,2222.0,82
2024-DEP-82,LVB,A,2021,D,2660.0,82
2024-DEP-82,LVB,A,2023,D,2312.0,82
2024-DEP-82,LVB,A,2018,D,2550.0,82
2024-DEP-83,LVB,A,2020,D,10282.0,83
2024-DEP-83,LVB,A,2022,D,10677.0,83
2024-DEP-83,LVB,A,2024,PROV,9436.0,83
2024-DEP-83,LVB,A,2015,D,10751.0,83
2024-DEP-83,LVB,A,2021,D,10561.0,83
2024-DEP-83,LVB,A,2016,D,10656.0,83
2024-DEP-83,LVB,A,2023,D,9791.0,83
2024-DEP-83,LVB,A,2019,D,10516.0,83
2024-DEP-83,LVB,A,2018,D,10267.0,83
2024-DEP-83,LVB,A,2017,D,10504.0,83
2024-DEP-84,LVB,A,2017,D,6442.0,84
2024-DEP-84,LVB,A,2021,D,6201.0,84
2024-DEP-84,LVB,A,2018,D,6392.0,84
2024-DEP-84,LVB,A,2016,D,6602.0,84
2024-DEP-84,LVB,A,2024,PROV,5400.0,84
2024-DEP-84,LVB,A,2019,D,6315.0,84
2024-DEP-84,LVB,A,2023,D,5483.0,84
2024-DEP-84,LVB,A,2022,D,6054.0,84
2024-DEP-84,LVB,A,2015,D,6859.0,84
2024-DEP-84,LVB,A,2020,D,6231.0,84
2024-DEP-85,LVB,A,2024,PROV,5143.0,85
2024-DEP-85,LVB,A,2022,D,5896.0,85
2024-DEP-85,LVB,A,2018,D,6106.0,85
2024-DEP-85,LVB,A,2019,D,5973.0,85
2024-DEP-85,LVB,A,2016,D,6314.0,85
2024-DEP-85,LVB,A,2020,D,5916.0,85
2024-DEP-85,LVB,A,2017,D,6143.0,85
2024-DEP-85,LVB,A,2021,D,6043.0,85
2024-DEP-85,LVB,A,2023,D,5439.0,85
2024-DEP-85,LVB,A,2015,D,6722.0,85
2024-DEP-86,LVB,A,2023,D,3608.0,86
2024-DEP-86,LVB,A,2021,D,4025.0,86
2024-DEP-86,LVB,A,2020,D,4039.0,86
2024-DEP-86,LVB,A,2024,PROV,3629.0,86
2024-DEP-86,LVB,A,2022,D,3999.0,86
2024-DEP-86,LVB,A,2016,D,4281.0,86
2024-DEP-86,LVB,A,2015,D,4461.0,86
2024-DEP-86,LVB,A,2017,D,4175.0,86
2024-DEP-86,LVB,A,2018,D,4044.0,86
2024-DEP-86,LVB,A,2019,D,4084.0,86
2024-DEP-87,LVB,A,2016,D,3420.0,87
2024-DEP-87,LVB,A,2024,PROV,2921.0,87
2024-DEP-87,LVB,A,2015,D,3639.0,87
2024-DEP-87,LVB,A,2022,D,3316.0,87
2024-DEP-87,LVB,A,2020,D,3288.0,87
2024-DEP-87,LVB,A,2021,D,3146.0,87
2024-DEP-87,LVB,A,2019,D,3406.0,87
2024-DEP-87,LVB,A,2023,D,3115.0,87
2024-DEP-87,LVB,A,2018,D,3318.0,87
2024-DEP-87,LVB,A,2017,D,3368.0,87
2024-DEP-88,LVB,A,2019,D,3123.0,88
2024-DEP-88,LVB,A,2021,D,3076.0,88
2024-DEP-88,LVB,A,2020,D,2998.0,88
2024-DEP-88,LVB,A,2023,D,2656.0,88
2024-DEP-88,LVB,A,2018,D,3202.0,88
2024-DEP-88,LVB,A,2022,D,2907.0,88
2024-DEP-88,LVB,A,2017,D,3234.0,88
2024-DEP-88,LVB,A,2016,D,3314.0,88
2024-DEP-88,LVB,A,2015,D,3491.0,88
2024-DEP-88,LVB,A,2024,PROV,2655.0,88
2024-DEP-89,LVB,A,2022,D,2990.0,89
2024-DEP-89,LVB,A,2016,D,3403.0,89
2024-DEP-89,LVB,A,2018,D,3216.0,89
2024-DEP-89,LVB,A,2024,PROV,2687.0,89
2024-DEP-89,LVB,A,2023,D,2761.0,89
2024-DEP-89,LVB,A,2019,D,3172.0,89
2024-DEP-89,LVB,A,2021,D,2979.0,89
2024-DEP-89,LVB,A,2020,D,3104.0,89
2024-DEP-89,LVB,A,2017,D,3162.0,89
2024-DEP-89,LVB,A,2015,D,3672.0,89
2024-DEP-90,LVB,A,2021,D,1320.0,90
2024-DEP-90,LVB,A,2022,D,1349.0,90
2024-DEP-90,LVB,A,2024,PROV,1214.0,90
2024-DEP-90,LVB,A,2018,D,1524.0,90
2024-DEP-90,LVB,A,2020,D,1385.0,90
2024-DEP-90,LVB,A,2015,D,1598.0,90
2024-DEP-90,LVB,A,2017,D,1550.0,90
2024-DEP-90,LVB,A,2019,D,1451.0,90
2024-DEP-90,LVB,A,2016,D,1593.0,90
2024-DEP-90,LVB,A,2023,D,1222.0,90
2024-DEP-91,LVB,A,2015,D,19104.0,91
2024-DEP-91,LVB,A,2022,D,18309.0,91
2024-DEP-91,LVB,A,2020,D,18370.0,91
2024-DEP-91,LVB,A,2019,D,18520.0,91
2024-DEP-91,LVB,A,2024,PROV,17070.0,91
2024-DEP-91,LVB,A,2023,D,17227.0,91
2024-DEP-91,LVB,A,2017,D,18693.0,91
2024-DEP-91,LVB,A,2016,D,18603.0,91
2024-DEP-91,LVB,A,2018,D,18618.0,91
2024-DEP-91,LVB,A,2021,D,18430.0,91
2024-DEP-92,LVB,A,2022,D,20475.0,92
2024-DEP-92,LVB,A,2017,D,23122.0,92
2024-DEP-92,LVB,A,2021,D,21290.0,92
2024-DEP-92,LVB,A,2016,D,23830.0,92
2024-DEP-92,LVB,A,2018,D,22878.0,92
2024-DEP-92,LVB,A,2024,PROV,19808.0,92
2024-DEP-92,LVB,A,2020,D,21439.0,92
2024-DEP-92,LVB,A,2015,D,23966.0,92
2024-DEP-92,LVB,A,2019,D,22251.0,92
2024-DEP-92,LVB,A,2023,D,19609.0,92
2024-DEP-93,LVB,A,2017,D,28951.0,93
2024-DEP-93,LVB,A,2024,PROV,24950.0,93
2024-DEP-93,LVB,A,2015,D,29325.0,93
2024-DEP-93,LVB,A,2018,D,28735.0,93
2024-DEP-93,LVB,A,2023,D,25215.0,93
2024-DEP-93,LVB,A,2022,D,26247.0,93
2024-DEP-93,LVB,A,2019,D,28456.0,93
2024-DEP-93,LVB,A,2021,D,26152.0,93
2024-DEP-93,LVB,A,2020,D,27583.0,93
2024-DEP-93,LVB,A,2016,D,29065.0,93
2024-DEP-94,LVB,A,2021,D,19280.0,94
2024-DEP-94,LVB,A,2023,D,17682.0,94
2024-DEP-94,LVB,A,2018,D,20368.0,94
2024-DEP-94,LVB,A,2020,D,19553.0,94
2024-DEP-94,LVB,A,2019,D,20399.0,94
2024-DEP-94,LVB,A,2022,D,18696.0,94
2024-DEP-94,LVB,A,2016,D,20639.0,94
2024-DEP-94,LVB,A,2015,D,21055.0,94
2024-DEP-94,LVB,A,2017,D,20704.0,94
2024-DEP-94,LVB,A,2024,PROV,17684.0,94
2024-DEP-95,LVB,A,2019,D,19758.0,95
2024-DEP-95,LVB,A,2017,D,19644.0,95
2024-DEP-95,LVB,A,2016,D,19676.0,95
2024-DEP-95,LVB,A,2015,D,19640.0,95
2024-DEP-95,LVB,A,2023,D,17929.0,95
2024-DEP-95,LVB,A,2022,D,19089.0,95
2024-DEP-95,LVB,A,2021,D,19272.0,95
2024-DEP-95,LVB,A,2024,PROV,17444.0,95
2024-DEP-95,LVB,A,2020,D,19012.0,95
2024-DEP-95,LVB,A,2018,D,19507.0,95
2024-DEP-971,LVB,A,2017,D,4126.0,971
2024-DEP-971,LVB,A,2020,D,4678.0,971
2024-DEP-971,LVB,A,2015,D,4714.0,971
2024-DEP-971,LVB,A,2021,D,4344.0,971
2024-DEP-971,LVB,A,2023,D,4061.0,971
2024-DEP-971,LVB,A,2018,D,4249.0,971
2024-DEP-971,LVB,A,2022,D,4218.0,971
2024-DEP-971,LVB,A,2024,PROV,3617.0,971
2024-DEP-971,LVB,A,2016,D,4653.0,971
2024-DEP-971,LVB,A,2019,D,4601.0,971
2024-DEP-972,LVB,A,2023,D,3335.0,972
2024-DEP-972,LVB,A,2019,D,3749.0,972
2024-DEP-972,LVB,A,2022,D,3493.0,972
2024-DEP-972,LVB,A,2017,D,3640.0,972
2024-DEP-972,LVB,A,2015,D,3972.0,972
2024-DEP-972,LVB,A,2020,D,3529.0,972
2024-DEP-972,LVB,A,2024,PROV,2898.0,972
2024-DEP-972,LVB,A,2016,D,3782.0,972
2024-DEP-972,LVB,A,2018,D,3670.0,972
2024-DEP-972,LVB,A,2021,D,3627.0,972
2024-DEP-973,LVB,A,2018,D,7995.0,973
2024-DEP-973,LVB,A,2022,D,7718.0,973
2024-DEP-973,LVB,A,2023,D,7689.0,973
2024-DEP-973,LVB,A,2019,D,8104.0,973
2024-DEP-973,LVB,A,2015,D,6806.0,973
2024-DEP-973,LVB,A,2024,PROV,6853.0,973
2024-DEP-973,LVB,A,2016,D,7270.0,973
2024-DEP-973,LVB,A,2021,D,8127.0,973
2024-DEP-973,LVB,A,2020,D,7992.0,973
2024-DEP-973,LVB,A,2017,D,8057.0,973
2024-DEP-974,LVB,A,2017,D,13708.0,974
2024-DEP-974,LVB,A,2021,D,13470.0,974
2024-DEP-974,LVB,A,2016,D,13742.0,974
2024-DEP-974,LVB,A,2018,D,13364.0,974
2024-DEP-974,LVB,A,2022,D,13205.0,974
2024-DEP-974,LVB,A,2015,D,14011.0,974
2024-DEP-974,LVB,A,2020,D,13142.0,974
2024-DEP-974,LVB,A,2019,D,13171.0,974
2024-DEP-974,LVB,A,2024,PROV,11822.0,974
2024-DEP-974,LVB,A,2023,D,12876.0,974
